"X","funded_amnt","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","application_type","open_act_il","open_il_12m","open_il_24m","mths_since_recent_bc","tot_hi_cred_lim"
21146,10000,6.67,307.27,"Director of Admissions","2 years","MORTGAGE",52000,"debt_consolidation","NY",17.29,"Individual",1,0,1,36,387183
41403,25000,17.97,903.44,"Case Manager Specialist RN ","6 years","RENT",88000,"home_improvement","TX",1.77,"Individual",0,0,0,3,12100
43704,27000,11.55,594.48,"senior loan officer ","1 year","RENT",125000,"debt_consolidation","FL",15.45,"Individual",3,0,1,45,239759
53455,16000,29.69,514.62,"branch banker associate","1 year","MORTGAGE",23000,"debt_consolidation","MO",45.93,"Joint App",7,2,2,43,62304
49493,5000,16.14,176.14,"Budget Technician","10+ years","RENT",48000,"credit_card","FL",3.58,"Individual",1,0,0,13,15035
73874,6000,14.47,206.44,"General Manager ","2 years","RENT",52000,"other","NY",17.98,"Individual",5,2,2,1,55546
29092,10000,11.06,327.68,"Assistant Client Manager","6 years","OWN",45000,"debt_consolidation","MA",14.77,"Individual",1,0,1,58,30446
28656,21000,12.73,704.85,"Team Coordinator ","10+ years","MORTGAGE",50000,"debt_consolidation","TN",35.09,"Individual",2,0,2,7,70300
13450,23000,16.91,570.5,"Office Manager","4 years","RENT",71000,"debt_consolidation","NY",18.86,"Individual",3,1,1,44,57762
100087,12000,15.02,416.11,"Owner","10+ years","MORTGAGE",65000,"debt_consolidation","MI",2.77,"Individual",0,0,0,18,7200
13079,12000,7.21,371.68,"Project Manager","4 years","MORTGAGE",150000,"debt_consolidation","TX",16.14,"Individual",3,1,3,13,295094
56467,15600,18.94,404.16,"Respiratory Therapist ","10+ years","RENT",48000,"debt_consolidation","AL",18.55,"Individual",3,1,3,NA,32780
26370,10000,16.14,243.93,"Contracting Officer","10+ years","MORTGAGE",105000,"other","IN",15.31,"Individual",5,4,9,48,70353
74190,16000,8.46,504.79,"Parts","10+ years","MORTGAGE",70000,"debt_consolidation","CA",15.07,"Individual",1,1,3,5,243215
118293,16000,13.56,543.43,"Project Coordinator ","1 year","RENT",72000,"debt_consolidation","AZ",10.53,"Individual",1,0,1,118,30129
22575,17000,11.06,557.05,"LCAM/Realtor","1 year","RENT",50000,"debt_consolidation","FL",32.55,"Individual",2,0,1,9,98177
109187,3000,10.08,96.92,"Payroll Administrator","10+ years","MORTGAGE",70000,"debt_consolidation","NJ",22.34,"Individual",3,1,2,4,361628
124022,13000,15.02,450.78,"Retail","9 years","OWN",57000,"debt_consolidation","WA",22,"Individual",1,0,1,189,45113
124379,18000,13.56,611.36,"Float Phlebotomist ","10+ years","OWN",55000,"debt_consolidation","NJ",6.55,"Individual",1,0,0,71,22975
9499,25600,20.89,690.99,"Mental Health Therapist","6 years","MORTGAGE",65000,"debt_consolidation","TX",28.36,"Joint App",4,1,1,13,349655
98401,6000,17.97,216.83,"Emergency Medical Technician","1 year","MORTGAGE",63000,"debt_consolidation","OH",14.44,"Individual",2,0,2,12,152192
120464,21000,10.47,451.06,"Client Service Specialist","10+ years","OWN",85000,"debt_consolidation","TX",8.23,"Individual",5,1,7,17,301186
29500,22000,17.97,795.03,"supervisor","10+ years","RENT",75400,"debt_consolidation","FL",31.03,"Individual",3,1,3,11,113632
49157,10000,7.21,309.74,"","n/a","MORTGAGE",39000,"credit_card","AZ",18.65,"Individual",1,0,0,20,211900
123028,18000,11.06,391.91,"Security Officer","4 years","RENT",65000,"debt_consolidation","TX",22.84,"Individual",1,0,0,3,78116
101282,2000,10.47,64.98,"Desktop Support Analyst","6 years","RENT",51000,"debt_consolidation","NJ",4.52,"Individual",0,2,5,13,63730
32852,20000,7.84,404,"Manager, HRIS","10+ years","RENT",100000.16,"debt_consolidation","GA",20.54,"Individual",3,0,1,12,229294
80618,5000,19.92,185.62,"Manager","6 years","MORTGAGE",75000,"small_business","NC",5.09,"Individual",3,0,0,8,262681
14748,9000,7.84,281.37,"Legal secretary ","2 years","RENT",44000,"debt_consolidation","NJ",16.88,"Individual",1,0,1,62,49248
114221,17000,12.73,384.46,"Elementary School Teacher","10+ years","MORTGAGE",105000,"debt_consolidation","MA",12.32,"Individual",2,1,1,16,269032
18275,15000,6.67,460.9,"","n/a","RENT",41184,"credit_card","WA",26.75,"Joint App",1,0,1,8,43373
53919,5000,6.67,153.64,"Supervisor ","8 years","MORTGAGE",48000,"credit_card","TN",11.05,"Individual",1,0,1,136,83068
48771,10000,16.14,243.93,"VP Relationship Management","5 years","MORTGAGE",160000,"debt_consolidation","TN",11.61,"Individual",5,5,7,29,356248
23863,24400,15.02,580.74,"Manager","10+ years","MORTGAGE",55000,"debt_consolidation","IN",27.67,"Joint App",5,0,1,10,169813
87186,9600,11.06,314.57,"Customer Service Manager","10+ years","MORTGAGE",38000,"credit_card","WV",8.78,"Individual",1,0,1,0,100472
65025,19200,10.47,412.4,"Purchasing manager ","10+ years","MORTGAGE",56200,"debt_consolidation","TX",24.71,"Joint App",2,0,0,43,94859
16244,28000,25.34,827.43,"Office Administrator","3 years","RENT",101000,"debt_consolidation","CO",36.01,"Individual",3,0,2,22,166797
84942,7000,10.08,226.14,"Internet Sales Manager","3 years","RENT",40000,"debt_consolidation","NV",18,"Individual",1,0,1,8,28764
87900,10000,7.21,199.01,"Correctional Sergeant","10+ years","OWN",1e+05,"debt_consolidation","CA",11.93,"Individual",1,1,1,8,270398
104540,9000,16.91,320.48,"Manager ","5 years","RENT",87000,"debt_consolidation","CO",29.05,"Individual",4,1,4,1,103526
31741,5000,10.08,161.53,"Table Games Supervisor","2 years","RENT",95000,"other","NV",5.26,"Individual",2,0,3,48,39807
354,30000,6.11,914.16,"Sales Manager","9 years","MORTGAGE",135000,"debt_consolidation","MI",23.68,"Joint App",8,1,2,86,622953
22373,15000,6.67,460.9,"Painter ","10+ years","MORTGAGE",60000,"debt_consolidation","KS",0,"Joint App",0,0,0,4,299826
126758,12000,19.92,445.48,"Mechanic","3 years","MORTGAGE",62000,"debt_consolidation","CA",17.54,"Individual",2,1,2,3,56595
109680,25000,7.84,505,"Senior Chief","10+ years","MORTGAGE",90000,"home_improvement","SC",14.91,"Joint App",3,2,2,83,593134
118251,9000,7.21,278.76,"Sr. Account Executive","3 years","RENT",85000,"credit_card","TX",8.32,"Individual",3,0,0,3,82976
61633,31000,14.47,728.9,"Project manager","4 years","RENT",83600,"debt_consolidation","NY",14.74,"Individual",2,0,0,76,66686
110584,25000,20.89,674.79,"","n/a","MORTGAGE",45000,"credit_card","IL",47.92,"Joint App",2,2,2,84,71893
5337,10000,15.02,238.01,"","n/a","RENT",40000,"debt_consolidation","IL",27.66,"Individual",1,1,1,23,69329
75760,15000,17.97,542.07,"","n/a","MORTGAGE",44400,"credit_card","CA",38.43,"Individual",3,0,0,52,44153
66921,10000,13.56,339.65,"human resource","5 years","MORTGAGE",61000,"debt_consolidation","IN",18.41,"Individual",4,2,6,3,326235
74786,1000,7.21,30.98,"","n/a","MORTGAGE",30000,"debt_consolidation","PA",8.92,"Individual",0,0,1,6,132500
21854,15000,7.21,464.6,"senior instructor","6 years","MORTGAGE",80000,"credit_card","MI",30.15,"Individual",2,0,1,250,203204
63681,12000,12.73,402.77,"Biomedical Equipment Support Specialist ","2 years","MORTGAGE",89400,"debt_consolidation","ME",33.37,"Individual",4,3,5,16,372661
18204,3500,18.94,128.19,"","< 1 year","MORTGAGE",114852,"home_improvement","TX",17.17,"Individual",4,2,4,17,171230
10366,15000,6.11,290.76,"Acting Asst. Dir Support Services - IT","10+ years","MORTGAGE",66600,"credit_card","IN",6.13,"Individual",0,0,0,44,294200
125889,10000,6.11,304.72,"Tech","2 years","RENT",47855,"credit_card","NJ",20.14,"Individual",1,0,0,28,61876
125997,22000,14.52,757.48,"Sr. Therapy Program Assistant ","10+ years","MORTGAGE",65000,"debt_consolidation","NJ",17.51,"Joint App",3,1,4,25,114176
78632,14000,7.84,437.68,"Lieutenant/firefighter ","10+ years","MORTGAGE",1e+05,"credit_card","IL",16.52,"Individual",4,0,1,5,601341
24276,10000,6.11,304.72,"Quality Assurance ","9 years","RENT",75000,"debt_consolidation","NJ",12.11,"Individual",1,0,0,15,54786
1536,11350,20.89,426.98,"Market Recruiter","3 years","MORTGAGE",40000,"medical","OK",36.33,"Joint App",1,0,1,14,279009
21059,10000,8.46,315.5,"Territory Manager","10+ years","MORTGAGE",80000,"credit_card","TX",35.81,"Individual",4,1,3,2,418692
10836,18000,7.21,557.52,"Manager","6 years","RENT",120000,"debt_consolidation","CA",7.99,"Individual",1,0,0,16,66733
82777,8000,6.11,243.78,"Audio Engineer","3 years","RENT",51480,"debt_consolidation","FL",10.84,"Individual",1,0,0,1,42103
101236,30000,10.47,644.38,"Teacher","10+ years","MORTGAGE",73000,"debt_consolidation","GA",8.4,"Individual",1,0,0,61,425160
