US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Spending
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2752,2752,0,1,1,34.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1379,2927,1,0,1,63.06
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,380,3642,1,1,0,450.07
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,0,1,43.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1379,1401,0,0,1,192.56
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,220,3236,0,1,0,1446
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3339,3356,1,0,0,38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3444,3444,0,1,0,70.62
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2571,2579,1,1,0,160.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2257,2263,1,0,0,264
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1933,1,0,1,3.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3608,3608,1,0,0,22.07
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,486,3089,0,1,0,321
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,490,2829,0,0,0,203.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1920,1963,1,1,0,138.06
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,700,3215,1,0,1,438.07
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,239,2296,1,0,0,1161.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,486,486,1,1,0,159
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3009,3009,1,1,0,183.5
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2460,3125,1,1,0,162
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1021,2418,0,1,1,285
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1109,1764,0,0,1,173.06
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2327,2327,0,0,1,157.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,724,724,1,1,0,43
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2960,3222,0,1,1,159.57
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,372,2383,0,0,0,149
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,556,556,1,0,0,174
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,0,55.95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,829,829,0,1,0,89
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,360,3027,1,0,0,1305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,835,1091,1,0,0,240.95
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3292,3292,0,0,0,128.18
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2467,2467,1,1,0,129.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1619,1619,1,0,0,20
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2739,2739,0,0,0,8
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1877,2019,0,0,0,255
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3286,3286,1,0,0,127.95
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3822,3822,0,1,0,97.18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,456,456,1,0,1,306
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,134,134,0,0,0,163
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4157,4157,1,1,0,253.97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1617,1617,1,1,0,169.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,499,2758,1,1,0,236.5
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,829,829,1,1,0,202
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,835,1715,0,0,1,56.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,437,616,0,0,0,114
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2809,2841,0,0,0,191.07
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4065,4065,0,1,1,98.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,743,1242,1,1,1,46.56
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,804,3027,1,0,0,302.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,583,598,1,1,0,149
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,471,3304,1,1,0,248.6
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,542,3125,0,0,0,578.37
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,463,1949,0,0,0,411.95
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,925,925,1,1,0,103.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3587,3587,1,1,0,32.9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2963,2963,1,1,0,164.93
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,0,0,102.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2899,3852,1,1,0,320.17
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3474,3474,1,1,0,45.07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,525,2513,0,1,0,489.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1018,2984,1,0,0,404.56
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,869,2767,0,1,0,117.32
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2856,3069,0,0,0,78
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2943,2943,1,1,0,183.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,1910,0,0,1,623.58
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2318,2333,1,0,0,160.57
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2165,3240,1,1,0,156.95
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2838,2838,1,0,0,34.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,408,3914,1,0,0,197.06
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2817,2927,1,0,0,163
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1877,1969,1,1,0,212.07
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3270,3270,0,1,0,38.21
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3143,3143,0,1,0,229
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,511,945,0,0,1,172.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1017,2431,1,1,0,254
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2744,2744,1,1,0,229.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1521,1577,1,0,1,39.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1121,1262,1,1,0,288
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2255,2255,0,1,0,161.21
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1275,1323,1,1,1,139.56
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1241,1311,1,0,1,255.06
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3215,3215,0,0,0,229.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3564,3564,1,0,1,128.36
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,463,2109,0,1,0,517.05
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,163.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1430,1534,0,1,1,64.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,364,364,0,1,0,149
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,463,772,0,0,1,405.95
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3304,3304,0,0,0,129.1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2274,2274,0,0,0,46
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,43.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3426,3426,1,0,0,198.07
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3243,3278,1,0,1,7.4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3883,3883,1,0,1,128.48
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3353,3353,1,0,0,213
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1147,1147,1,1,0,200.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2527,2527,1,0,0,160.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1758,1787,0,0,0,229.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,666,826,0,0,0,265
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3605,3944,0,0,0,245.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,255,408,1,1,0,318
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1857,3662,0,1,0,240.07
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2807,2807,1,0,0,53.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1897,1897,0,0,0,164.93
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1969,2075,1,0,1,171.13
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3709,3709,1,1,0,97.94
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217,217,1,1,0,40
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,295,3020,1,1,1,531.06
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2914,2914,1,1,0,84.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2850,3458,1,1,1,128.74
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,72,2485,1,1,0,228.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1128,3376,1,1,0,1288.54
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2310,2317,0,1,0,99.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2235,2256,1,0,0,390
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1878,1878,1,1,0,34.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3020,3020,0,1,0,128.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1592,1652,1,0,1,39.56
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,14,1235,1,0,1,302.97
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2696,2696,0,0,0,229.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2101,2101,0,1,0,146
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1581,3660,0,1,0,157.69
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1168,1963,0,1,1,39.63
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2383,2383,0,0,0,160.5
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2548,2799,1,1,0,236
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2912,2912,0,1,0,160.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1021,2355,1,0,0,181.5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1701,1815,0,1,0,192
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,289,3020,0,1,0,1214.45
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3374,3453,1,0,0,129.57
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2719,2719,1,0,0,104.5
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,995,3125,1,1,0,236
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,653,653,0,0,0,263
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1995,2877,0,1,1,220.06
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,2400,0,1,0,160.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3620,3650,1,0,0,72.07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,429,440,0,1,0,303
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2318,2318,0,0,0,84.5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,28,0,0,0,254.95
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1879,3914,1,1,1,258.46
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2891,2897,1,1,0,152.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1920,1942,1,1,1,129.56
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,822,2478,0,0,0,428.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1100,1100,1,0,0,163.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2333,3642,0,1,0,175.07
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2962,3248,1,1,0,127.9
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3157,3157,1,1,0,220
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2400,3159,1,1,0,12.95
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2677,2677,0,0,0,160.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,772,3120,0,0,0,551.17
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2887,3167,0,1,0,162.07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1261,1261,1,0,1,45.26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,255,255,1,0,0,244
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,217,3747,1,1,1,80.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,1,203
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2464,2464,0,0,0,34.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2960,3103,0,0,1,159.69
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3433,3471,1,1,0,98.59
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3390,3390,0,0,1,98.36
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2142,3572,0,1,0,68.07
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2873,3944,1,1,1,128.03
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995,2010,1,0,1,117.06
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3461,3461,1,1,0,198.21
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1240,3620,0,1,0,271.07
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1498,2758,0,1,1,161.56
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2955,2955,1,0,1,183.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,751,751,0,1,0,43
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,129.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,0,0,0,197.55
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2599,2599,1,0,0,149
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1135,2121,1,1,0,281
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,4036,0,1,1,129.27
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,520,3472,0,0,0,456.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3552,3552,1,1,0,45.07
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,567,567,1,1,1,139
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,167,167,1,0,0,43
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,619,1416,1,1,1,43.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,717,717,1,1,0,40
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1149,3094,1,0,0,410.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2213,2213,0,0,0,64.95
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3405,3405,1,1,0,228.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1647,1647,1,1,0,266.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3374,3375,1,1,0,33.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2305,2305,0,0,0,160.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2856,2856,1,1,0,129.5
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3600,3746,0,0,1,167.07
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,519,2539,0,1,0,421.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3052,3052,1,0,0,48.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2456,3327,1,0,0,265.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3615,3615,0,0,0,270.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,976,976,1,0,0,54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,469,469,0,0,1,163
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3405,3675,0,0,0,130.69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,757,855,0,1,0,163
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,79,3664,0,0,0,414.92
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,861,861,1,1,0,65
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3552,3552,1,1,0,100
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1836,1836,1,1,0,39.5
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3615,3615,1,0,0,43
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3304,3304,0,0,0,140
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3387,3390,1,1,0,203.27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2551,2551,0,1,0,282
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2681,2735,1,1,0,129.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2996,2996,1,0,0,33.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1031,3852,1,0,1,213.86
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2530,0,1,0,129.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2934,2978,0,0,0,159.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3768,3768,1,0,0,198.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,574,574,1,1,0,495
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1521,1725,1,1,1,20.08
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,463,3649,1,1,0,401.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2348,3388,1,0,0,206.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115,115,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1197,1253,1,0,0,212.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,987,995,0,1,1,58.06
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2891,2905,1,1,1,272.9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3724,3760,1,0,0,37.94
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3024,3024,1,1,0,128.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2912,2912,1,1,0,160.5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3642,3642,1,1,0,125.02
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1240,2481,1,0,0,371
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,973,973,1,0,1,242.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,216,2081,1,1,0,359.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2583,2583,0,1,0,55.22
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,463,616,1,0,1,302
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3376,3391,0,0,1,131.76
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2289,2289,1,0,0,229.5
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,1,0,0,38
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2831,2837,0,0,0,99.57
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,822,822,1,1,0,55.95
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2831,2831,1,1,0,159.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2578,2578,1,0,0,160.5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1206,2313,0,1,0,194.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,835,1086,1,1,0,99.45
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2233,2758,0,0,0,189
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3709,3709,1,1,0,198.23
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3704,3704,1,1,0,326.11
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3241,3241,1,0,0,47.98
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3243,3243,0,1,0,182.82
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2278,2278,0,0,0,53.5
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1836,4096,0,0,0,179
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2074,2074,0,1,0,129.5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,640,640,1,1,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1646,1717,0,0,1,98.08
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1868,2185,1,0,0,49
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2467,2467,1,0,0,135.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1722,1745,0,0,1,439.01
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3265,3265,0,1,0,97.98
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3684,3684,1,1,0,69.02
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,0,0,0,129.5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1226,1240,0,0,1,39.56
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2375,2422,0,1,1,318.07
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,90,3747,0,0,0,399.03
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3311,3311,0,0,0,68
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3157,1,1,0,181
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2310,2310,1,0,0,135.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,245,2607,1,0,0,654.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,77,1169,0,0,1,406.95
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2690,2690,1,0,0,163
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2829,2829,0,0,1,184.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2499,2499,1,0,0,84.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1863,2186,1,0,0,136
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1400,1746,1,0,1,63.06
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3611,3914,0,0,0,173
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4036,4036,1,1,1,97.48
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1143,2607,1,0,0,1123
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2807,2807,0,0,1,59.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1584,1584,0,1,0,139.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1087,1087,1,1,0,263
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1856,2564,0,1,0,141.44
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2996,2996,0,0,0,150
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4188,4188,0,0,0,127.22
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1646,1709,0,0,1,166.56
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2682,2859,0,1,0,429.07
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2045,2508,1,1,1,186.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,71,1,1,0,54.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,164,164,0,0,0,134.81
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1823,1869,0,1,0,75
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2108,1,1,1,160.56
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2466,2632,0,0,0,274
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1976,2834,1,0,0,67
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128,3013,1,0,0,79.5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1128,3382,0,1,0,152.57
