UserName,Tweet
"MissionNaMo4PM","RT @irajdeep: BREAKING AAP: A Women 'Slapped' Aam Aadmi Party MLA Dinesh Mohania, Over Water Issue iN Sangam Vihar, Police Complaint Filed"
"_Mariya_Guseva","RT @channelone_rus:        . http://t.co/vit9G4XQsr http://t.co/ZFcM52Rp1z"
"heikujam","MANIPUR NEWS ..... PAKHANG AMA LEISHABI AMA,ATOKTA NUPA AMA, ATOMPA NUPI ,SAONABAGE WARE TAMINNASE......NUPI... http://t.co/2LgAytuyhP"
"RaeganStalsby1","RT @ConnorSelling: Retweet for Broncos"
"cxpalding","his holiday maker outfit tho"
"_comeonbaby","RT @TVZNews: Beyonc canta Drunk In Love em festa pr-SuperBowl http://t.co/13Sfnrdxxe"
"KatyyLira","RT @NiallOfficial: SuperBowl tonight !"
"Amandabomenblit","@David_Oakes we love the super bowel!  #peytonmanning #broncos"
"videodomani2","Boldrini: Da M5S attacco eversivo. Rabbia e odio visti solo in ... - Rai News - http://t.co/N8hB9o4SNN|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
JasminePolley|02/02/2014 12:21:34|Here it is . Seahawks with the W. Beast mode mvp.|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Alidoll10|02/02/2014 12:21:34|36 RT@Carlton_KB: What's the weather in jersey?|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
JezzcJezzcjezzc|02/02/2014 12:21:34|Gooooo BRONCOS|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
manchesterawy09|02/02/2014 12:21:34|  :      # # # http://t.co/UScQVH1JHe|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
BeauYotty|02/02/2014 12:21:34|RT @Seahawks: SEA!! HULK!!! Has to wait in security lines too. The scene at @NJTransit's Secaucus Junction. #SB48 http://t.co/I4s6jXp6Jy|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
pjbaseball77|02/02/2014 12:21:34|I'm at Stubhub Subzero Experience Superbowl XLVIII (Secaucus, NJ) w/ 32 others http://t.co/J1TcNOrLgB|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
MeganLouis1|02/02/2014 12:21:34|To be kicked when your down to be on the edge of breaking down|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
sirGIBS_o_lot|02/02/2014 12:21:34|RT @groovypics: Seahawks vs Broncos pregame photo... http://t.co/OuYFeDYvGH|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
JEvangelho|02/02/2014 12:21:34|RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Slytherin69|02/02/2014 12:21:34|RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
jaquangilkey25|02/02/2014 12:21:34|RT @AthleticDesires: Retweet for Seahawks               Favorite for Broncos     http://t.co/rmoF9t0APp|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
JaPittard12|02/02/2014 12:21:34|@aimeeroberts_94 screw you , you love my smell really, and I think you need to man up about the weather even tho your a lady ;) x|0|-0.4655891|52.112701|United Kingdom|Bedford Borough, Bedford Borough|Unknown|city|https://api.twitter.com/1.1/geo/id/4b92ff6e65235781.json
AllieBearss|02/02/2014 12:21:35|I'm ready for spring already. FU snow #Hurry|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
buffy_432|02/02/2014 12:21:35|If anyone has nothing to do, come to South Side and join us at our Super Bowl party, tons of food and people and football |0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
handy1903|02/02/2014 12:21:35|#VideoJuego de la #Semana en #Amazon: #Call of #Duty #Black #Ops II Nuketown de Activision Blizzard: http://t.co/GnjJyzwYi7|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
RobbIsTweeting|02/02/2014 12:21:35|that fuckin groundhog saw his shadow...little bastard. gonna be a LONG ass winter|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
MelodieKinet|02/02/2014 12:21:35|RT @elonmusk: Tesla LA to NY Supercharger rally just completed in 76 hours across northern route in dead of winter thru heavy snow!|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
beloryska_ru|02/02/2014 12:21:34|  #       http://t.co/EOTWj4shBY http://t.co/k3BxGxVLKv|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
rodrigoamorim|02/02/2014 12:21:35|I just earned the 'Belgian Holiday (Level 5)' badge on @untappd! http://t.co/1i6NGARhcv|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
braylon13101|02/02/2014 12:21:35|RT @jack_fee__: Seahawks all the way|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
rhoades_gabe|02/02/2014 12:21:35|Broncos  up 21 and about to punch it in again!I'm just getting practice on my tweets for later guys lol|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
that_guy_rone|02/02/2014 12:21:35|@SparkzAFlying @_rawLAW @Marc_Anthony11 lmaooooo what time we playing football?|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
kaaatrina_s|02/02/2014 12:21:35|RT @Dory: Im in the Ive never seen an episode of Breaking Bad club|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
arianagamio22|02/02/2014 12:21:35|RT @shanehewatt: Don't sit at home and watch the game alone.  Boring!!!! Come hang with @SolutionYTH tonight from 5-10 @freechapel #Broncos|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
MaggiePodell|02/02/2014 12:21:35|Denver 21Seahawks 17|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Jalensoicey15|02/02/2014 12:21:35|RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Jacob_craig95|02/02/2014 12:21:35|RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
edujc17|02/02/2014 12:21:35|#spiderman #superbowlxlviii #marvel #football http://t.co/hmEs7Qwq9p|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
MIDASthehero|02/02/2014 12:21:35|RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
katie_moir97|02/02/2014 12:21:35|RT @gnarniaa: Rt Seahawks fav broncos|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Hazem_Azim|02/02/2014 12:21:35|@DrAhmadSelmy       ..     http://t.co/go08Kavhel|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Jaylendaevon|02/02/2014 12:21:35|My uncle is playing 2k on SuperBowl Sunday |0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
KhaleyKhaleyb|02/02/2014 12:21:35|Cold weather and rain just don't mix|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Watzit_Tewya|02/02/2014 12:21:35|RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
chadwilliams09|02/02/2014 12:21:35|RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
G_OimDifferent|02/02/2014 12:21:35|RT @Salicioso_21: Waking up to Super Bowl Sunday is close to waking up on Christmas morning. Can't wait for this game!|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
HonestlyGifted|02/02/2014 12:21:35|RT @NFL_ATL: Team ATL has arrived RT @MarcSesslerNFL: Field looks outstanding. #Seahawks #Broncos #SB48 http://t.co/Gs5jZhjMDP|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
enqvist_sune|02/02/2014 12:21:35|Just posted a 18.00 km bike with @RunKeeper. Check it out! http://t.co/YckG7wgbOO #RunKeeper|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
Marys_tweet|02/02/2014 12:21:35|RT @ColbertReport: Cookin up a batch of my famous 48-meat chili. Not easy to find meats, my apologies to the #CentralPark Zoo http://t.co/8|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
boatsddg75|02/02/2014 12:21:35|RT @Roblarson1979: Theater review: The Liar at CSS is an absolute triumph  Duluth News Tribune  Duluth, Minnesota http://t.co/B1Dj3frdb|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
rodimusprime|02/02/2014 12:21:35|@insanityreport What happened to the editor postion in the news room? No one goes nah, don't run that...|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
FNewsir|02/02/2014 12:21:35|       - http://t.co/OOyzkuf54X|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
ConnerErik|02/02/2014 12:21:35|@Eddie_Ched24 Sorry bro. I've waited for the Broncos to get here for 15 years. I can't turn my back on them. We've been through so much.|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
heather_wilson|02/02/2014 12:21:35|@DonteStallworth #Broncos|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
PacmanJonez|02/02/2014 12:21:35|RT @IAMKRIS24: Asked a Seahawks fan about Shawn Alexander yesterday and they asked if he was a rookie true|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
adamcoipel|02/02/2014 12:21:35|RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
TwinCityEye|02/02/2014 12:21:35|RT @IlanCohenMD: Taking your camera to the #SuperBowl today? How does it compare to the human eye? http://t.co/xyZXYhwWoJ  #vision #SB48|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
flippinWEAVER|02/02/2014 12:21:35|RT @MrBrohannon: If you dont like it, you can leave my country. @CNNbelief: A fathers dilemma: Is watching football immoral? http://t.co|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
rafaelsiviero_|02/02/2014 12:21:35|Israel Novaes participa de show do Psirico, no Festival de Vero http://t.co/irRWYVSyid|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
LuxWarehouse|02/02/2014 12:21:35|http://t.co/sAGjOX7WyX FACTORY ORIGINAL #VINTAGE #SILHOUETTE PRECIOUS STONES 18K SOLID #GOLD GLASSES #groundhogday #austria #superbowl|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
carolsommers727|02/02/2014 12:21:35|Oooook so the groundhog says 6 more weeks of winter how wonderful|0|0.0|0.0|Unknown|Unknown|Unknown|Unknown|Unknown
___hachealfinal|02/02/2014 12:21:35|Tears in the rainTheWeeknd|0|-66.03012569|18.3767878|United States|Sabana Llana Sur, PR|Unknown|city|https://api.twitter.com/1.1/geo/id/562fd5fa80d0f368.json
Big_Kat7712|02/02/2014 12:21:35|RT @CloydRivers: Ran outside with my helmet on. Shotgunned a cold one, drop kicked a turkey decoy and yelled, Merica, rise and shine, it's"
"Lukee_X","Turkey with jack and @_lewroberts is going to be the one arghhhh can't wait "
"Its_Laniah","Turn Tf Upp iT's Superbowl Dayy !"
"MarcoPineda","The Superbowl starts at 2:25am over here. "
"TefoMohapi","#SuperbOwl Sunday. Lol!"
"MSSPhotographer","RT @gamaleid:     9        30       !!http://t.co/s"
"799Deja","@_AC_16 now what if the broncos win ?"
"veeroavilaa","@adevaldes seahawks #SuperBowlXLVIII  campeon"
"WhatADorsch","RT @alyankovic: Remember, if Flea sees his own shadow during the halftime show, we get 6 more weeks of winter. #GroundhogDay"
"oo1881","RT @ammarman: The interview I had with Russia Today earlier, on #Syria and American threats. http://t.co/HOU62NRsUu @RT_com"
"____hel","RT @AirParker24: Lmfao @spongememory: Imagine if this was the halftime show during the Superbowl http://t.co/EKuV4IcKnn"
"pkwalaz","@arsnllatest Palace came for a draw so our goal taught them attacking football"
"Paleo_Jo","@stupideasypaleo chocolate-covered bacon. Oh wait, just 1? I'm gonna go w bacon"
"MissMyraNicole","Watching Hurricane Season"
"Mini_monster17","I hate football .  The Super Bowl is gay . Sorry bestfriend :p @ehht_sol"
"dEDzombo","Arsenal win equals to good news @cate876: No news is good news."
"LaViejaELaBolsa","Llegaste precisamente papi en el momento oportuno, como chocolate caliente en el desayuno :3"
"romaniaeu","FC2:Generals At War #5  http://t.co/nZRHvhFt0B # #romania # #sougofollow"
"deneelynn","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"Rajan_922","Into which all the rivers merge is known as an ocean and into which all the religions merge is the Religion of God (Divine Love) #GoharShahi"
"rileyerwwinn","RT @kylecarr72: Snow!"
"Daniel_Arnold97","RT @TheFunnyVines: RT for Broncos!Fav for Seahawks!https://t.co/7RtdZboURk"
"msseashell","RT @troywilmore_:  RT @chicagotribune: Groundhog Punxsutawney Phil forecasts six more weeks of winter http://t.co/KWJmStKYYX #GroundhogDay"
"suraya1123","RT @BrunsMars: SO EXCITED TO SEE HIM SLAY THE WORLD !!! #SuperBowl http://t.co/z9QX4sVkgZ"
"cassssidylaran","RT @merpelyn: I can deal with 6 more weeks of winter if it feels like this "
"Hazzaler_5","RT @NiallOfficial: SuperBowl tonight !"
"Orrie_Carter","RT @Broncos: The #Broncos @UKFootball representatives: @Grindin_59, @JacobTamme & @WoodDro52. More photos: http://t.co/X5gcxgAfnH http://t."
"johnnyross42","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"moonkeekee","Ya saben que hoy es el #superbowl o se los tuite?"
"Tysonnn7","RT for broncos FAV for Seahawks. & go fuck yourself if you don't care "
"GuadalupeTavrs","RT @HechossKidrauhl: Justin en la Leather & Laces SuperBowl Party. #HK  Justin at the Leather & Laces SuperBowl Party. {3} #HK http://t.c"
"piedira","@yoursweetrani hershey is his name! btw you know the song kolaveri that you sent me, i have a crush on the actor of that movie hehe no judge"
"bball_marie3","Snow can keep coming "
"jbearie","RT @Budweiser: If you can't wait for the #SuperBowl, watch our tribute to an American hero right here http://t.co/rh7hMg0cyN #Salute http:/"
"ZeroZen","RT @YourAnonNews: #SuperBowl: The NFL hasn't paid taxes since 1966, should they lose their tax-exempt status?  http://t.co/PRpvpp896q"
"j_brady1","The browns should trade for kirk cousins if they don't draft johnny football in april"
"hatim96xx","     :$ *rain*!"
"Trvnvtee_","These blizzard bags"
"Hot_NewMusic","#NEWS  [Singles] Terrace Martin f. Tiffany Gouche - Shinin' Star [Prod. 9th Wonder]: Ne... http://t.co/BKnOZkJv2y  #HIPHOP #RNB #RAP"
"anthonyromeo97","Might have to break out the old Seahawks apparel tonight"
"wheely_gin","People at camp in shock when I told them I was only 22, they thought I was nearly 30! How depressing pass me the "
"zombirellas","RT @NiallOfficial: SuperBowl tonight !"
"demelaniee","@LilFlvcko: Whos trynna get together cop some liq and watch the Superbowl? and burn"
"newt0n","RT @cstross: Atlanta snowed in by the government using FAKE SNOW: http://t.co/FP6m5Bmlsa #lunatics #conspiracy_theories #chemtrails"
"AlbanyGeorgiaa","CARLTON FLETCHER: Area officials were well-prepared for weather event - The Albany Herald: CARLTON FLETCHER: Area... http://t.co/yCb2xvQpEp"
"anasansbanana","Oh god @WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/QjxowTIZSb"
"TomSprints","I see this not being treated as suspicious comment a lot. Weak attempt to throw media off the scent? http://t.co/AQ3viTMLDZ"
"rebeccameier","@BrunoMars Bruno time!   Go Seahawks!"
"stephenmarkley","Weird that I'm starting Billy Lynn's Long Halftime Walk on the day of the #SuperBowl"
"CatieFuentes","RT @Lexi_LoRae: Superbowl Sunday: a day women act like they understand football"
"s_lintz","@cejaay76 I got 5 on the Seahawks lmao"
"R_SuzuharuR","Vancouver 2010 - The Official Video Game of the Olympic Winter Games(:)  http://t.co/VOJQL9jYKC"
"beccaedwins","Super Bowl is going to be a war zone at my house. My stepdad is a die-hard broncos from Denver and everyone else wants Seahawks to win."
"SMUQues","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"pathbauer","Una botanita? #superbowl day!!!  http://t.co/y9BDC136F3"
"KingIsSpeaking","@DCC_Sydney #PredictWithSydSEAHAWKS 27. broncos 17Same as You Syd"
"Lapdanzer4u","RT @RumsofPR: Its #SB48 Sunday! @Seahawks and @Broncos fans are ready, @rumsofpr is also ready with a sweet Puerto Rico vacation to give a"
"ErinSlick","Fairfax Chocolate Fest. Smells divine."
"sxc_lexi","stop breaking your ribs to make space for those who do not belong there."
"universalizm","I LOVE THIS WEATHER!!!"
"alondelon","@mooneyedgirl The story of the Zionists state of Israel; USA funds terrorism"
"bobbsthebest","Broncos all the way today"
"LipscombUDining","#FEBPHOTO14 The Mascots aren't getting along! Show us your best Broncos or Seahawk sprit or mascot impression http://t.co/a3A2ISAwoV"
"AutumnManes","RT @gus_waterss: You lost a part of your existence in the war against yourself. - Troye Sivan"
"LDoubleEZ","I'm gonna go out on a limb & throw this out there. If you dislike football or  the Super Bowl, your TL probably wont be fun for you tonight"
"Meka_Freak_Em","#Broncos"
"dark_sharkeisha","RT @DEDlCATED: SUPERBOWL SUNDAY!RT FOR SEAHAWKSFAV FOR BRONCOS"
"keelan_sucks","it is 55 degrees when yesterday there was snow on the ground.."
"tina_zolaa","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"amellie","My resolution this year is to have a much healthier lifestyle. I hate running and doing sports, so I hike mountains/hills and walk often"
"MrMatthew_Man"," Seahawks taken it empress lol RT @_CANDEELAND: But it's Superbowl Sunday and I'm about to make buffalo chicken dip, go Broncos "
"London_Isabella","#SuperBowl #Seahawks  gone take this one"
"drickiez","The Denver Broncos Will Win 2014 #FibrSuperBowl @pldthome #SB48 Watch with #TVolution at http://t.co/a7ncAn30do  2294"
"hiswittlehands","@NiallOfficial: SuperBowl tonight ! [whispers] who cares when the Olympics start soon?"
"LinusRII","RT @WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/tYCeELTJqc"
"naked_ace","@worldsoccertalk Good analysis, but I give NBCSN the benefit of the doubt because this winter transfer window was relatively uneventful."
"JonesSherrilyn","RT @cyacyl: Phil saw his shadow! 6 more weeks of winter! #GroundhogDay #PunxsutawneyPhil #CYACYL"
"twills46","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"RiotBananas","RT @kieranaustin12: Tired from football http://t.co/EuyfBw1MPm"
"zareentangereen","RT @HSConfessionaI: Our school started a riot in the cafeteria because a kid was denied his lunch due to lack of money. It made local news"
"PullUpYourHOOD","@JDemi1: 6 more weeks of winter  no I can't "
"dlumvil","RT @SpheraSports: Hoy Denver Broncos ganar 19-14 a Seattle Seahawks.... segn 'The Simpsons' http://t.co/uouxnsvP6q"
"giiiiooovanna","RT @RayIopez: Girls watching the SuperBowl tonight http://t.co/JQ3O0DMXBR"
"HilfigerExpress","I love the seahawks but Broncos Got it. Any Bets?"
"Locklear00","@PoloSkinnyC  LET'S GO SEAHAWKS!!!!He got MVP again we any let him win another Super Bowl!!! Lol"
"baileyy1214","@Mikayla_dillon sooo uh softball in the snow? "
"yo_its_Court"," RT @YallHateDontrel: The weather is gonna be abnormally good for this game."
"heoGroup","RT @Spielwarenmesse: Ein weiterer groartiger Tag auf der #Spielwarenmesse geht zu Ende! Was war euer Highlight? http://t.co/iVKxKGosdE"
"valorajon","@DeniixxXx 'Flood tourists' urged to stay away: Police urge floods tourists to stay away from the Somerset Levels w...  @worshipcameron"
"matth2298","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"TFinn82","RT @kylenbecker: Joe Namath Will Honor Fallen Warrior Chris Kyle, 'America's Deadliest Sniper' At Superbowl Coin Toss http://t.co/hJMu29Fuh"
"abbyhearn","RT @NiallOfficial: SuperBowl tonight !"
"247smokeout","Petition to make Super Bowl Sunday national holiday"
"barryevefw","Chocolate Periodic Table  How To Live With Diabetes: http://t.co/Is6ByIwhMa"
"AdrivnOrdonez","Broncos super bowl party at my house. Come thruuu *drake voice lol"
"itsaMiro","Ummm... Close, but not quite @ESPN. I want my @ussoccer #football #USMNT #USA http://t.co/T5FVVSIJQI"
"amandapylee","RT @tate18martell: It's Super Bowl Sunday!Retweet for the Broncos!Favorite for the Seahawks! http://t.co/u5xyIRJq24"
"HoorayRapo","It is my first superbowl away from my family and i am sad because I DONT GET NACHOS OR WEENIES TODAY :C WHERE MY FOOD"
"LisDollasz_","RT @PimpsDontLove: I really don't want to see any Broncos vs Seahawks arguments today None of yall were fans before the Superbowl"
"MattTreyAdopt","Big question. Will #Thunder join the @Broncos at @MLStadium tonight? #SuperBowlXLVIII"
"itsparada_","I don't hate football nor am I hating . So don't get my post twisted homie "
"jfloresjr_33","Breakfast time! #yum #food http://t.co/yuUw08aSRO"
"DocBrownsLvLife","@Ocanty3 #TwoHandsAgainst the Seahawks..."
"Ladypn2","RT @MLB: #PunxsutawneyPhil predicts 6 more weeks of winter. Forecast in Florida and Arizona: Sunny with a chance of baseball. http://t.co/r"
"Williebandzz","Broncos fans everywhere...."
"yycody","RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW"
"bheads1","The little Chinese women on Take me out is just desperate for a holiday, little whore."
"Teresaa__Tartzz","Seahawks  ... Best photo bomb by my girl Mia #superbowlXLVIII #seahawks http://t.co/JfcWMzZiul"
"k_gillly","RT @NiallOfficial: SuperBowl tonight !"
"leslieesquivel6","RT @NiallOfficial: SuperBowl tonight !"
"_cassedilla","RT @ajimenez313: Only in San Antonio where the weather can go from summer to winter in less than a day!"
"Gringo_Nutt","RT @wcnc: Punxsutawney Phil predicts longer winter http://t.co/cRA2VtzWE9 #GroundhogDay"
"tcarter385","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"WalshSells","Gotta work today! No fun Superbowl Sunday for me:-("
"buc_jo","RT @simpsonianos: El Presidente Simpson gana el Super Tazn. #Superbowl #HappySuperBowlSunday http://t.co/xPwpYPP2Ic"
"TheZachEZ","S' go BroncosBut On another note Good luck to our cheer team!!  #killem"
"dinezeazy","@tweet2karth Avara padathulayum sethuka matranga, cricket la yum sethuka matanga :p"
"louandvans","I DONT KNOW I THINK I MIGHT ROOT FOR THE SEAHAWKS"
"TerryLFrancis","Congress: Revoke the Tax-Exempt Status of the National Football League http://t.co/GHDT6tJLyM via @Change"
"mtc823","In case anyone forgot, the Ravens are still the reigning world champs  #SuperBowl #RavensNation"
"MONSIVAIS93","Hoy Todos Somos Broncos De Denver #SuperBowlXLVIII http://t.co/d30Xtrjxec"
"newsheadlinesco","Fatah wants Kerry prosecuted before ICC for 'threatening' Abbas - Jerusalem Post: CTV NewsFatah wants Ke... http://t.co/wImaidYIiI #News"
"Pirate_Journal","Super Bowl 2014: Meet the All-Star Team Tackling the Ads -  By... http://t.co/SEYKvHCIJu #ArthurHenry #BrunoMars #MadMen #SuperBowl"
"__hollyw_","RT @NiallOfficial: SuperBowl tonight !"
"1059KISS","Dear Groundhog: About This Winter Weather Situation http://t.co/caDbCdYREN"
"jofakpierreroma","RT @EurosportCom_FR: Rennes corse la marque face  Lyon (2-0) grce  sa recrue Toivonen : http://t.co/Ws71bPufwe"
"ColinCummings_","Don't really watch football like that unless the packers play but I guess I'll go for the Broncos"
"MsCaramelDoll","I suggest niggas stop speaking my name. Trust me, y'all can still feel the heat in the rain"
"Shog_Styles","RT @NiallOfficial: SuperBowl tonight !"
"MistaWizard","Anybody wanting to do a spring half marathon, sign up now. Race is at 90% capacity right now. http://t.co/6AepeOJxxy"
"Krx","RT @ElSpeaker: Por cierto, un captulo de los Simpsons predijo la final de esta noche: Broncos vs. Seahawks. 19-14 para Denver http://t.co/"
"WantUToRockMeLT","RT @NiallOfficial: SuperBowl tonight !"
"outlaw961","NFL NEWS: Peyton Manning is the only player on either team to have a Super Bowl ring"
"DavenOdom","Ready for tonight! #SuperBowl #12thman #Seahawks"
"S_G_9","RT @BrytusOfficial: Happy Superbowl Sunday "
"snugglyxniall","@NiallOfficial are you gonna root for the Broncos? :)"
"cjc397","Soy ese poco porciento que ve el Superbowl por el juego"
"tashagarcia22","I freaking hate snow!"
"Brad_smith11","RT @SirAlexStand: Welbeck made only 4 passes in over 45 minutes of football yesterday and 1 of them was a kickoff#MUFC http://t.co/k46fgE"
"SpecialEd_5","Can't go against destiny.. Let's go Broncos"
"natecoldi","RT @ESPNNFL: The only team to beat both the Seahawks and Broncos in 2013? - The @Colts. Week 5 - IND 34 SEA 28Week 7 - IND 39 DEN 33"
"moneymike117","@TheREALrodSmith @Broncos CHURCH"
"adriaaannaaa_","RT @DarnellxMurders: Seahawks gonna whoop that ass today"
"sioux8541","Go Knowshon and Champ!! Uhh I mean Go Dawgs... Wait Go Broncos!! #DGD"
"A_Fisher12","Someone say Superbowl! You got the two legal states goin"
"Famous_Ashton","RT @zekNcashe: Broncos already lost http://t.co/JCaL8SiPby"
"KatieRalke","RT @TheFunnyVines: RT for Broncos!Fav for Seahawks!https://t.co/7RtdZboURk"
"dabrowski_anna","RT @DimariaCalogero: 6 more weeks of winter"
"mlilleker","RT @WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/tYCeELTJqc"
"dangdaniel","RT @WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/tYCeELTJqc"
"HoopJesus","@AntMarley_5k naw I don't watch football lol why ?"
"JulieHammerle","If you don't feel like watching the #SuperbOwl, here are 12 movies you should check out instead: http://t.co/cTf0Z1kvH8"
"georgieporgie81","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"LiverpoolFOI","John Kerry is not a friend of Israel, John Kerry's boycott remarks: http://t.co/qUjwJnfS3O"
"DuncanKennedy3","Will Duncan continue to hate Crooked Rain Crooked Rain: who fucking knows no one cares"
"UncleAlsUp","That #broncos #seahawks mascot #commercial on #espn funny as shit tho ..."
"LauraSkirdeWx","Nice #SB48 treat - a few much-needed rain showers sneaking into valley from the coast today, cloudy and cooler. Perfect football weather!!!"
"sabrina_babee","@Joho_14: I'm going for the Seahawks today "
"XanderGrimm","@ArabelleRaphael the only news i can find about it is a ticker on wsj. nobody else hasl anything"
"svsgenc","Haydaaaaaaaa. @orayegin: PHILIP SEYMOUR HOFFMAN l bulundu. What the fuck. http://t.co/JfJggsqSbT"
"SoutheyWeather","Wind 0.0 mph ---. Barometer 1020.5 hPa, Rising slowly. Temperature 6.2 C. Rain today 0.6 mm. Humidity 72%"
"SkidMarr","Punxsutawney Phil saw his shadow smh. Groundhog lookin ass nigga says there's more winter"
"shuckthecobb","Broncos > Seahawks"
"cjscrew619","RT @Gschug8: @BeastBrock85: Seahawks gonna win cause all the broncos sorry recievers arent gonna mess with sherman Omaha"
"tioagusantoso","RT @Football_ID: Merah Putih Raksasa Dukung Piala Dunia 2022 http://t.co/unIJgHieM6 #Indonesia #Football"
"DarealCheekie","Turkey "
